Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
Private,AEARCTR-0000391,AEARCTR-0000391,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (),AEARCTR-0000392,AEARCTR-0000392,India,No additional info,Asia,South Asia,1,0,False,False,False
Niger (Africa),AEARCTR-0000394,AEARCTR-0000394,Niger,No additional info,Africa,West Africa,1,0,False,False,False
Uganda (Country wide),AEARCTR-0000401,AEARCTR-0000401,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Uganda (All),AEARCTR-0000402,AEARCTR-0000402,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000403,AEARCTR-0000403,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_1,United States of America,Baltimore,North America,North America,1,6,False,True,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_2,United States of America,Chicago,North America,North America,1,6,False,True,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_3,United States of America,Houston,North America,North America,1,6,False,True,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_4,United States of America,Mississippi Delta,North America,North America,1,6,False,True,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_5,United States of America,New Orleans,North America,North America,1,6,False,True,False
United States of America (Baltimore); United States of America (Chicago); United States of America (Houston); United States of America (Mississippi Delta); United States of America (New Orleans); United States of America (Los Angeles area (Compton)),AEARCTR-0000404,AEARCTR-0000404_6,United States of America,Los Angeles area (Compton,North America,North America,1,6,False,True,False
Private,AEARCTR-0000405,AEARCTR-0000405,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000408,AEARCTR-0000408,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (),AEARCTR-0000410,AEARCTR-0000410,India,No additional info,Asia,South Asia,1,0,False,False,False
Private,AEARCTR-0000411,AEARCTR-0000411,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000415,AEARCTR-0000415,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (Michigan),AEARCTR-0000416,AEARCTR-0000416,United States of America,Michigan,North America,North America,1,1,False,False,False
Private,AEARCTR-0000417,AEARCTR-0000417,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000419,AEARCTR-0000419,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000421,AEARCTR-0000421,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000422,AEARCTR-0000422,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000424,AEARCTR-0000424,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000426,AEARCTR-0000426,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000428,AEARCTR-0000428,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Turkey (),AEARCTR-0000429,AEARCTR-0000429,Turkey,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Turkey (),AEARCTR-0000430,AEARCTR-0000430,Turkey,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Private,AEARCTR-0000433,AEARCTR-0000433,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000435,AEARCTR-0000435,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (),AEARCTR-0000436,AEARCTR-0000436,Mexico,No additional info,North America,Central America,1,0,False,False,False
Malawi (Mulanje),AEARCTR-0000437,AEARCTR-0000437,Malawi,Mulanje,Africa,East Africa,1,1,False,False,False
United States of America (),AEARCTR-0000439,AEARCTR-0000439,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (North America),AEARCTR-0000441,AEARCTR-0000441,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000442,AEARCTR-0000442,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000443,AEARCTR-0000443,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
France (Académie de Créteil),AEARCTR-0000444,AEARCTR-0000444,France,Académie de Créteil,Europe,Western Europe,1,1,False,False,False
Iran (Islamic Republic of) (Tehran),AEARCTR-0000445,AEARCTR-0000445,Iran,Tehran,Asia,Middle East and North Africa,1,1,False,False,False
Uganda (),AEARCTR-0000447,AEARCTR-0000447,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
India (Odisha),AEARCTR-0000448,AEARCTR-0000448,India,Odisha,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000449,AEARCTR-0000449,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000450,AEARCTR-0000450,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000451,AEARCTR-0000451,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000452,AEARCTR-0000452,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000454,AEARCTR-0000454,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000456,AEARCTR-0000456,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000458,AEARCTR-0000458,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000459,AEARCTR-0000459,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000461,AEARCTR-0000461,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (South Asia),AEARCTR-0000466,AEARCTR-0000466,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (),AEARCTR-0000467,AEARCTR-0000467,United States of America,No additional info,North America,North America,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (),AEARCTR-0000468,AEARCTR-0000468,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0000469,AEARCTR-0000469,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Morocco (Africa),AEARCTR-0000470,AEARCTR-0000470,Morocco,No additional info,Africa,North Africa,1,0,False,False,False
France (Europe),AEARCTR-0000471,AEARCTR-0000471,France,No additional info,Europe,Western Europe,1,0,False,False,False
France (Europe),AEARCTR-0000472,AEARCTR-0000472,France,No additional info,Europe,Western Europe,1,0,False,False,False
France (Europe),AEARCTR-0000473,AEARCTR-0000473,France,No additional info,Europe,Western Europe,1,0,False,False,False
Private,AEARCTR-0000476,AEARCTR-0000476,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000477,AEARCTR-0000477,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000479,AEARCTR-0000479,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000481,AEARCTR-0000481,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000485,AEARCTR-0000485,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Western),AEARCTR-0000486,AEARCTR-0000486,Kenya,Western,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0000487,AEARCTR-0000487,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000488,AEARCTR-0000488,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (Luwero district),AEARCTR-0000490,AEARCTR-0000490,Uganda,Luwero district,Africa,East Africa,1,1,False,False,False
Venezuela (Bolivarian Republic of) (Municipality of Sucre),AEARCTR-0000491,AEARCTR-0000491,Venezuela,Municipality of Sucre,South America,South America,1,1,False,False,False
Venezuela (Bolivarian Republic of) (Caracas),AEARCTR-0000492,AEARCTR-0000492,Venezuela,Caracas,South America,South America,1,1,False,False,False
United States of America (),AEARCTR-0000493,AEARCTR-0000493,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (),AEARCTR-0000494,AEARCTR-0000494,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000495,AEARCTR-0000495,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000498,AEARCTR-0000498,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000500,AEARCTR-0000500,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (),AEARCTR-0000501,AEARCTR-0000501,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
United States of America (),AEARCTR-0000502,AEARCTR-0000502,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0000505,AEARCTR-0000505,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Norway (),AEARCTR-0000507,AEARCTR-0000507,Norway,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0000509,AEARCTR-0000509,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000510,AEARCTR-0000510,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000511,AEARCTR-0000511,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Benin (Cotonou),AEARCTR-0000515,AEARCTR-0000515,Benin,Cotonou,Africa,West Africa,1,1,False,False,False
Private,AEARCTR-0000516,AEARCTR-0000516,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Peru (Lima),AEARCTR-0000517,AEARCTR-0000517,Peru,Lima,South America,South America,1,1,False,False,False
India (Mahrashtra and Andhra Pradesh),AEARCTR-0000518,AEARCTR-0000518,India,Mahrashtra and Andhra Pradesh,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0000521,AEARCTR-0000521,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Chile (Metropolitan),AEARCTR-0000522,AEARCTR-0000522,Chile,Metropolitan,South America,South America,1,1,False,False,False
United States of America (),AEARCTR-0000525,AEARCTR-0000525,United States of America,No additional info,North America,North America,1,0,False,False,False
Colombia (),AEARCTR-0000528,AEARCTR-0000528,Colombia,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0000529,AEARCTR-0000529,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (),AEARCTR-0000530,AEARCTR-0000530,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000531,AEARCTR-0000531,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000532,AEARCTR-0000532,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"Madagascar (Aloatra Mangoro, Atsinanana, and Analanjirofo)",AEARCTR-0000533,AEARCTR-0000533,Madagascar,"Aloatra Mangoro, Atsinanana, and Analanjirofo",Africa,East Africa,1,1,False,False,False
United States of America (),AEARCTR-0000536,AEARCTR-0000536,United States of America,No additional info,North America,North America,1,0,False,False,False
United Kingdom of Great Britain and Northern Ireland (),AEARCTR-0000537,AEARCTR-0000537,United Kingdom of Great Britain and Northern Ireland,No additional info,Europe,Northern Europe,1,0,False,False,False
Jordan (),AEARCTR-0000539,AEARCTR-0000539,Jordan,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
United States of America (),AEARCTR-0000540,AEARCTR-0000540,United States of America,No additional info,North America,North America,1,0,False,False,False
Kenya (Siaya County),AEARCTR-0000541,AEARCTR-0000541,Kenya,Siaya County,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0000543,AEARCTR-0000543,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0000550,AEARCTR-0000550,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0000551,AEARCTR-0000551,United States of America,No additional info,North America,North America,1,0,False,False,False
Kenya (National),AEARCTR-0000554,AEARCTR-0000554,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0000556,AEARCTR-0000556,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ghana (Greater Accra Region),AEARCTR-0000558,AEARCTR-0000558,Ghana,Greater Accra Region,Africa,West Africa,1,1,False,False,False
Private,AEARCTR-0000559,AEARCTR-0000559,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0000560,AEARCTR-0000560,United States of America,No additional info,North America,North America,1,0,False,False,False
Brazil (Northeast),AEARCTR-0000561,AEARCTR-0000561,Brazil,Northeast,South America,South America,1,1,False,False,False
