Country names,RCT_ID,RCT_ID_duplicates,country,region_detail,continent,continent_region,country_count,region_count,is_multi_country,is_multi_region,is_online
United States of America (North America),AEARCTR-0001201,AEARCTR-0001201,United States of America,No additional info,North America,North America,1,0,False,False,False
Liberia (Africa),AEARCTR-0001203,AEARCTR-0001203,Liberia,No additional info,Africa,West Africa,1,0,False,False,False
Indonesia (South Sulawesi ),AEARCTR-0001204,AEARCTR-0001204,Indonesia,South Sulawesi,Asia,Southeast Asia,1,1,False,False,False
Liberia (Africa),AEARCTR-0001205,AEARCTR-0001205,Liberia,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0001206,AEARCTR-0001206,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Malawi (Africa),AEARCTR-0001207,AEARCTR-0001207,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Jamaica (Kingston),AEARCTR-0001208,AEARCTR-0001208,Jamaica,Kingston,North America,Caribbean,1,1,False,False,False
Private,AEARCTR-0001210,AEARCTR-0001210,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001212,AEARCTR-0001212,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001214,AEARCTR-0001214,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001215,AEARCTR-0001215,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001218,AEARCTR-0001218,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001219,AEARCTR-0001219,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001220,AEARCTR-0001220,United States of America,No additional info,North America,North America,1,0,False,False,False
Peru (Latin America); Philippines (Asia),AEARCTR-0001221,AEARCTR-0001221_1,Peru,No additional info,South America,South America,2,0,True,False,False
Peru (Latin America); Philippines (Asia),AEARCTR-0001221,AEARCTR-0001221_2,Philippines,No additional info,Asia,Southeast Asia,2,0,True,False,False
Iran (Islamic Republic of) (),AEARCTR-0001222,AEARCTR-0001222,Iran,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Iran (Islamic Republic of) (),AEARCTR-0001224,AEARCTR-0001224,Iran,No additional info,Asia,Middle East and North Africa,1,0,False,False,False
Uganda (Africa),AEARCTR-0001225,AEARCTR-0001225,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
India (South Asia),AEARCTR-0001226,AEARCTR-0001226,India,No additional info,Asia,South Asia,1,0,False,False,False
Private,AEARCTR-0001227,AEARCTR-0001227,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001228,AEARCTR-0001228,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001230,AEARCTR-0001230,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001231,AEARCTR-0001231,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (Latin America),AEARCTR-0001232,AEARCTR-0001232,Mexico,No additional info,North America,Central America,1,0,False,False,False
China (Asia),AEARCTR-0001233,AEARCTR-0001233,China,No additional info,Asia,East Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001234,AEARCTR-0001234,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (North America),AEARCTR-0001235,AEARCTR-0001235,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001237,AEARCTR-0001237,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001238,AEARCTR-0001238,United States of America,No additional info,North America,North America,1,0,False,False,False
Peru (Latin America),AEARCTR-0001240,AEARCTR-0001240,Peru,No additional info,South America,South America,1,0,False,False,False
South Africa (Africa),AEARCTR-0001241,AEARCTR-0001241,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
"Tanzania, United Republic of (Morogoro and Njombe)",AEARCTR-0001242,AEARCTR-0001242,Tanzania,Morogoro and Njombe,Africa,East Africa,1,1,False,False,False
Malawi (Rural Lilongwe),AEARCTR-0001243,AEARCTR-0001243,Malawi,Rural Lilongwe,Africa,East Africa,1,1,False,False,False
"Colombia (Bogota, Cali, Medellin, Barranquilla, bello, Palmira, Itagüi and Soledad)",AEARCTR-0001246,AEARCTR-0001246,Colombia,"Bogota, Cali, Medellin, Barranquilla, bello, Palmira, Itagüi and Soledad",South America,South America,1,1,False,False,False
United States of America (),AEARCTR-0001248,AEARCTR-0001248,United States of America,No additional info,North America,North America,1,0,False,False,False
Chile (Santiago),AEARCTR-0001249,AEARCTR-0001249,Chile,Santiago,South America,South America,1,1,False,False,False
Private,AEARCTR-0001250,AEARCTR-0001250,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001283,AEARCTR-0001283,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Jamaica (Latin America ),AEARCTR-0001284,AEARCTR-0001284,Jamaica,No additional info,North America,Caribbean,1,0,False,False,False
Private,AEARCTR-0001286,AEARCTR-0001286,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001287,AEARCTR-0001287,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (Sub-Saharan Africa),AEARCTR-0001288,AEARCTR-0001288,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001289,AEARCTR-0001289,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001290,AEARCTR-0001290,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Morocco (Africa),AEARCTR-0001291,AEARCTR-0001291,Morocco,No additional info,Africa,North Africa,1,0,False,False,False
United States of America (Connecticut),AEARCTR-0001292,AEARCTR-0001292,United States of America,Connecticut,North America,North America,1,1,False,False,False
Private,AEARCTR-0001293,AEARCTR-0001293,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001294,AEARCTR-0001294,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001295,AEARCTR-0001295,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001296,AEARCTR-0001296,United States of America,No additional info,North America,North America,1,0,False,False,False
South Africa (Africa),AEARCTR-0001298,AEARCTR-0001298,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0001299,AEARCTR-0001299,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (North America),AEARCTR-0001300,AEARCTR-0001300,Mexico,No additional info,North America,Central America,1,0,False,False,False
Kenya (Africa),AEARCTR-0001304,AEARCTR-0001304,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
"Tanzania, United Republic of ()",AEARCTR-0001305,AEARCTR-0001305,Tanzania,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001306,AEARCTR-0001306,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Russian Federation (),AEARCTR-0001308,AEARCTR-0001308,Russia,No additional info,Europe,Eastern Europe,1,0,False,False,False
Private,AEARCTR-0001310,AEARCTR-0001310,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001311,AEARCTR-0001311,United States of America,No additional info,North America,North America,1,0,False,False,False
Uganda (East),AEARCTR-0001312,AEARCTR-0001312,Uganda,East,Africa,East Africa,1,1,False,False,False
Malaysia (Selangor); Malaysia (Selangor),AEARCTR-0001313,AEARCTR-0001313_1,Malaysia,Selangor,Asia,Southeast Asia,1,1,False,False,False
Malaysia (Selangor); Malaysia (Selangor),AEARCTR-0001313,AEARCTR-0001313_2,Malaysia,Selangor,Asia,Southeast Asia,1,1,False,False,False
Congo (Democratic Republic of the) (Africa),AEARCTR-0001316,AEARCTR-0001316,Democratic Republic of the Congo,No additional info,Africa,Central Africa,1,0,False,False,False
South Africa (Africa),AEARCTR-0001319,AEARCTR-0001319,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
Private,AEARCTR-0001321,AEARCTR-0001321,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mexico (Latin America & Carribean),AEARCTR-0001322,AEARCTR-0001322,Mexico,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0001323,AEARCTR-0001323,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Switzerland (),AEARCTR-0001326,AEARCTR-0001326,Switzerland,No additional info,Europe,Western Europe,1,0,False,False,False
Malawi (Africa),AEARCTR-0001327,AEARCTR-0001327,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Philippines (Southeast Asia),AEARCTR-0001328,AEARCTR-0001328,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Pakistan (),AEARCTR-0001329,AEARCTR-0001329,Pakistan,No additional info,Asia,South Asia,1,0,False,False,False
Malawi (Africa),AEARCTR-0001330,AEARCTR-0001330,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Mexico (Latin America & Caribbean),AEARCTR-0001331,AEARCTR-0001331,Mexico,No additional info,North America,Central America,1,0,False,False,False
Germany (Bavaria),AEARCTR-0001332,AEARCTR-0001332,Germany,Bavaria,Europe,Western Europe,1,1,False,False,False
Private,AEARCTR-0001333,AEARCTR-0001333,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001335,AEARCTR-0001335,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (Central and East Asia),AEARCTR-0001336,AEARCTR-0001336,China,No additional info,Asia,East Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001339,AEARCTR-0001339,United States of America,No additional info,North America,North America,1,0,False,False,False
"Ethiopia (Hetosa, Oromia)",AEARCTR-0001340,AEARCTR-0001340,Ethiopia,"Hetosa, Oromia",Africa,East Africa,1,1,False,False,False
"Pakistan (Sargodha, Punjab)",AEARCTR-0001343,AEARCTR-0001343,Pakistan,"Sargodha, Punjab",Asia,South Asia,1,1,False,False,False
Guatemala (Latin American & Caribbean),AEARCTR-0001344,AEARCTR-0001344,Guatemala,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0001345,AEARCTR-0001345,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001346,AEARCTR-0001346,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Indonesia (Southeast Asia),AEARCTR-0001348,AEARCTR-0001348,Indonesia,No additional info,Asia,Southeast Asia,1,0,False,False,False
Private,AEARCTR-0001349,AEARCTR-0001349,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Bolivia (Plurinational State of) (Latin America); Peru (Latin America); Philippines (Asia),AEARCTR-0001350,AEARCTR-0001350_1,Bolivia,No additional info,South America,South America,3,0,True,False,False
Bolivia (Plurinational State of) (Latin America); Peru (Latin America); Philippines (Asia),AEARCTR-0001350,AEARCTR-0001350_2,Peru,No additional info,South America,South America,3,0,True,False,False
Bolivia (Plurinational State of) (Latin America); Peru (Latin America); Philippines (Asia),AEARCTR-0001350,AEARCTR-0001350_3,Philippines,No additional info,Asia,Southeast Asia,3,0,True,False,False
Private,AEARCTR-0001352,AEARCTR-0001352,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
South Africa (Africa),AEARCTR-0001354,AEARCTR-0001354,South Africa,No additional info,Africa,Southern Africa,1,0,False,False,False
India (South Asia),AEARCTR-0001355,AEARCTR-0001355,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001357,AEARCTR-0001357,United States of America,No additional info,North America,North America,1,0,False,False,False
Kenya (Africa),AEARCTR-0001358,AEARCTR-0001358,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001360,AEARCTR-0001360,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (); United States of America (),AEARCTR-0001361,AEARCTR-0001361_1,Kenya,No additional info,Africa,East Africa,2,0,True,False,False
Kenya (); United States of America (),AEARCTR-0001361,AEARCTR-0001361_2,United States of America,No additional info,North America,North America,2,0,True,False,False
India (South Asia),AEARCTR-0001362,AEARCTR-0001362,India,No additional info,Asia,South Asia,1,0,False,False,False
Pakistan (South Asia),AEARCTR-0001363,AEARCTR-0001363,Pakistan,No additional info,Asia,South Asia,1,0,False,False,False
Guatemala (Latin America & Caribbean),AEARCTR-0001364,AEARCTR-0001364,Guatemala,No additional info,North America,Central America,1,0,False,False,False
Indonesia (),AEARCTR-0001365,AEARCTR-0001365,Indonesia,No additional info,Asia,Southeast Asia,1,0,False,False,False
Malawi (Lilongwe),AEARCTR-0001366,AEARCTR-0001366,Malawi,Lilongwe,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0001367,AEARCTR-0001367,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (Illinois),AEARCTR-0001368,AEARCTR-0001368,United States of America,Illinois,North America,North America,1,1,False,False,False
Private,AEARCTR-0001369,AEARCTR-0001369,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
"United States of America (District of Columbia Public Schools (Washington, DC))",AEARCTR-0001370,AEARCTR-0001370,United States of America,"District of Columbia Public Schools (Washington, DC",North America,North America,1,1,False,False,False
Kenya (),AEARCTR-0001371,AEARCTR-0001371,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
"Kenya (Meru, Tharaka-Nithi, and Embu Counties)",AEARCTR-0001373,AEARCTR-0001373,Kenya,"Meru, Tharaka-Nithi, and Embu Counties",Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0001374,AEARCTR-0001374,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001375,AEARCTR-0001375,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Afghanistan (South Asia),AEARCTR-0001378,AEARCTR-0001378,Afghanistan,No additional info,Asia,South Asia,1,0,False,False,False
Brazil (São Paulo),AEARCTR-0001379,AEARCTR-0001379,Brazil,São Paulo,South America,South America,1,1,False,False,False
Private,AEARCTR-0001380,AEARCTR-0001380,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001381,AEARCTR-0001381,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001384,AEARCTR-0001384,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (),AEARCTR-0001385,AEARCTR-0001385,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001386,AEARCTR-0001386,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (),AEARCTR-0001389,AEARCTR-0001389,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Mexico (Latin America),AEARCTR-0001392,AEARCTR-0001392,Mexico,No additional info,North America,Central America,1,0,False,False,False
Private,AEARCTR-0001393,AEARCTR-0001393,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Peru (South America),AEARCTR-0001394,AEARCTR-0001394,Peru,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0001397,AEARCTR-0001397,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001398,AEARCTR-0001398,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Bangladesh (); Canada (); India (); Pakistan (),AEARCTR-0001402,AEARCTR-0001402_1,Bangladesh,No additional info,Asia,South Asia,4,0,True,False,False
Bangladesh (); Canada (); India (); Pakistan (),AEARCTR-0001402,AEARCTR-0001402_2,Canada,No additional info,North America,North America,4,0,True,False,False
Bangladesh (); Canada (); India (); Pakistan (),AEARCTR-0001402,AEARCTR-0001402_3,India,No additional info,Asia,South Asia,4,0,True,False,False
Bangladesh (); Canada (); India (); Pakistan (),AEARCTR-0001402,AEARCTR-0001402_4,Pakistan,No additional info,Asia,South Asia,4,0,True,False,False
Spain (Granada),AEARCTR-0001408,AEARCTR-0001408,Spain,Granada,Europe,Southern Europe,1,1,False,False,False
Private,AEARCTR-0001411,AEARCTR-0001411,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001412,AEARCTR-0001412,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (Africa),AEARCTR-0001414,AEARCTR-0001414,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Chile (Latin America),AEARCTR-0001415,AEARCTR-0001415,Chile,No additional info,South America,South America,1,0,False,False,False
Chile (Latin America),AEARCTR-0001416,AEARCTR-0001416,Chile,No additional info,South America,South America,1,0,False,False,False
India (South Asia),AEARCTR-0001417,AEARCTR-0001417,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (),AEARCTR-0001421,AEARCTR-0001421,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001423,AEARCTR-0001423,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001424,AEARCTR-0001424,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Malawi (Africa),AEARCTR-0001426,AEARCTR-0001426,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
India (South Asia),AEARCTR-0001428,AEARCTR-0001428,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (Connecticut),AEARCTR-0001429,AEARCTR-0001429,United States of America,Connecticut,North America,North America,1,1,False,False,False
United States of America (Texas),AEARCTR-0001430,AEARCTR-0001430,United States of America,Texas,North America,North America,1,1,False,False,False
Private,AEARCTR-0001431,AEARCTR-0001431,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Africa),AEARCTR-0001432,AEARCTR-0001432,Kenya,No additional info,Africa,East Africa,1,0,False,False,False
United States of America (North America),AEARCTR-0001433,AEARCTR-0001433,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001434,AEARCTR-0001434,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (Telangana),AEARCTR-0001436,AEARCTR-0001436,India,Telangana,Asia,South Asia,1,1,False,False,False
Private,AEARCTR-0001437,AEARCTR-0001437,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Sierra Leone (Africa),AEARCTR-0001439,AEARCTR-0001439,Sierra Leone,No additional info,Africa,West Africa,1,0,False,False,False
Private,AEARCTR-0001440,AEARCTR-0001440,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (Central and East Asia),AEARCTR-0001441,AEARCTR-0001441,China,No additional info,Asia,East Asia,1,0,False,False,False
Private,AEARCTR-0001443,AEARCTR-0001443,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
United States of America (North America),AEARCTR-0001446,AEARCTR-0001446,United States of America,No additional info,North America,North America,1,0,False,False,False
India (South Asia),AEARCTR-0001449,AEARCTR-0001449,India,No additional info,Asia,South Asia,1,0,False,False,False
India (South Asia),AEARCTR-0001452,AEARCTR-0001452,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001453,AEARCTR-0001453,United States of America,No additional info,North America,North America,1,0,False,False,False
"Mexico (10 States in the Center, South and South-East of Mexico)",AEARCTR-0001454,AEARCTR-0001454,Mexico,"10 States in the Center, South and South-East of Mexico",North America,Central America,1,1,False,False,False
Private,AEARCTR-0001456,AEARCTR-0001456,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Nairobi),AEARCTR-0001457,AEARCTR-0001457,Kenya,Nairobi,Africa,East Africa,1,1,False,False,False
Sweden (Europe),AEARCTR-0001458,AEARCTR-0001458,Sweden,No additional info,Europe,Northern Europe,1,0,False,False,False
United States of America (North America),AEARCTR-0001459,AEARCTR-0001459,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (North America),AEARCTR-0001462,AEARCTR-0001462,United States of America,No additional info,North America,North America,1,0,False,False,False
Private,AEARCTR-0001463,AEARCTR-0001463,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Mali (Africa),AEARCTR-0001466,AEARCTR-0001466,Mali,No additional info,Africa,West Africa,1,0,False,False,False
China (East Asia),AEARCTR-0001467,AEARCTR-0001467,China,No additional info,Asia,East Asia,1,0,False,False,False
China (East Asia ),AEARCTR-0001469,AEARCTR-0001469,China,No additional info,Asia,East Asia,1,0,False,False,False
India (South Asia),AEARCTR-0001470,AEARCTR-0001470,India,No additional info,Asia,South Asia,1,0,False,False,False
Malawi (Africa),AEARCTR-0001471,AEARCTR-0001471,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001472,AEARCTR-0001472,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001473,AEARCTR-0001473,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001474,AEARCTR-0001474,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Denmark (Europe),AEARCTR-0001475,AEARCTR-0001475,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0001476,AEARCTR-0001476,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (South Asia),AEARCTR-0001478,AEARCTR-0001478,India,No additional info,Asia,South Asia,1,0,False,False,False
Egypt (),AEARCTR-0001479,AEARCTR-0001479,Egypt,No additional info,Africa,North Africa,1,0,False,False,False
Chile (LAC),AEARCTR-0001480,AEARCTR-0001480,Chile,No additional info,South America,South America,1,0,False,False,False
Private,AEARCTR-0001482,AEARCTR-0001482,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Ethiopia (Oromia),AEARCTR-0001483,AEARCTR-0001483,Ethiopia,Oromia,Africa,East Africa,1,1,False,False,False
Kenya (Western),AEARCTR-0001484,AEARCTR-0001484,Kenya,Western,Africa,East Africa,1,1,False,False,False
Sierra Leone (Africa),AEARCTR-0001488,AEARCTR-0001488,Sierra Leone,No additional info,Africa,West Africa,1,0,False,False,False
United States of America (),AEARCTR-0001490,AEARCTR-0001490,United States of America,No additional info,North America,North America,1,0,False,False,False
Philippines (Southeast Asia),AEARCTR-0001492,AEARCTR-0001492,Philippines,No additional info,Asia,Southeast Asia,1,0,False,False,False
Denmark (Europe),AEARCTR-0001494,AEARCTR-0001494,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Ethiopia (Stanford),AEARCTR-0001495,AEARCTR-0001495,Ethiopia,Stanford,Africa,East Africa,1,1,False,False,False
Private,AEARCTR-0001496,AEARCTR-0001496,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001497,AEARCTR-0001497,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
China (Central),AEARCTR-0001498,AEARCTR-0001498,China,Central,Asia,East Asia,1,1,False,False,False
Kenya (Nairobi),AEARCTR-0001500,AEARCTR-0001500,Kenya,Nairobi,Africa,East Africa,1,1,False,False,False
"Liberia (Lofa, Nimba, Bomi, Bong, Grand Bassa, Grand Cape Mount, Margibi, Montserrado, River Cess, Sinoe, Grand Kru, Maryland, and Gbarpolu)",AEARCTR-0001501,AEARCTR-0001501,Liberia,"Lofa, Nimba, Bomi, Bong, Grand Bassa, Grand Cape Mount, Margibi, Montserrado, River Cess, Sinoe, Grand Kru, Maryland, and Gbarpolu",Africa,West Africa,1,1,False,False,False
Bangladesh (South Asia),AEARCTR-0001502,AEARCTR-0001502,Bangladesh,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001503,AEARCTR-0001503,United States of America,No additional info,North America,North America,1,0,False,False,False
Nepal (),AEARCTR-0001504,AEARCTR-0001504,Nepal,No additional info,Asia,South Asia,1,0,False,False,False
Papua New Guinea (Autonomous Region of Bougainville),AEARCTR-0001505,AEARCTR-0001505,Papua New Guinea,Autonomous Region of Bougainville,Oceania,Pacific Islands,1,1,False,False,False
Egypt (),AEARCTR-0001506,AEARCTR-0001506,Egypt,No additional info,Africa,North Africa,1,0,False,False,False
Honduras (),AEARCTR-0001513,AEARCTR-0001513,Honduras,No additional info,North America,Central America,1,0,False,False,False
Kenya (Northern Kenya),AEARCTR-0001515,AEARCTR-0001515,Kenya,Northern Kenya,Africa,East Africa,1,1,False,False,False
"Taiwan, Province of China (Taipei)",AEARCTR-0001516,AEARCTR-0001516,Taiwan,Taipei,Asia,East Asia,1,1,False,False,False
Private,AEARCTR-0001517,AEARCTR-0001517,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
India (),AEARCTR-0001519,AEARCTR-0001519,India,No additional info,Asia,South Asia,1,0,False,False,False
Private,AEARCTR-0001552,AEARCTR-0001552,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Malawi (Africa),AEARCTR-0001554,AEARCTR-0001554,Malawi,No additional info,Africa,East Africa,1,0,False,False,False
Private,AEARCTR-0001555,AEARCTR-0001555,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001556,AEARCTR-0001556,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001557,AEARCTR-0001557,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Uganda (Africa),AEARCTR-0001558,AEARCTR-0001558,Uganda,No additional info,Africa,East Africa,1,0,False,False,False
Brazil (Nordeste),AEARCTR-0001562,AEARCTR-0001562,Brazil,Nordeste,South America,South America,1,1,False,False,False
Private,AEARCTR-0001563,AEARCTR-0001563,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Denmark (),AEARCTR-0001564,AEARCTR-0001564,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0001565,AEARCTR-0001565,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Private,AEARCTR-0001566,AEARCTR-0001566,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Denmark (),AEARCTR-0001567,AEARCTR-0001567,Denmark,No additional info,Europe,Northern Europe,1,0,False,False,False
Private,AEARCTR-0001572,AEARCTR-0001572,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Kenya (Nambale District),AEARCTR-0001574,AEARCTR-0001574,Kenya,Nambale District,Africa,East Africa,1,1,False,False,False
Afghanistan (South Asia),AEARCTR-0001578,AEARCTR-0001578,Afghanistan,No additional info,Asia,South Asia,1,0,False,False,False
Sri Lanka (South Asia),AEARCTR-0001580,AEARCTR-0001580,Sri Lanka,No additional info,Asia,South Asia,1,0,False,False,False
Private,AEARCTR-0001582,AEARCTR-0001582,Private,No additional info,Private/Confidential,Private/Confidential,1,0,False,False,False
Philippines (Island of Leyte),AEARCTR-0001583,AEARCTR-0001583,Philippines,Island of Leyte,Asia,Southeast Asia,1,1,False,False,False
India (South Asia),AEARCTR-0001584,AEARCTR-0001584,India,No additional info,Asia,South Asia,1,0,False,False,False
Congo (Democratic Republic of the) (Africa),AEARCTR-0001585,AEARCTR-0001585,Democratic Republic of the Congo,No additional info,Africa,Central Africa,1,0,False,False,False
Niger (Africa),AEARCTR-0001586,AEARCTR-0001586,Niger,No additional info,Africa,West Africa,1,0,False,False,False
United States of America (),AEARCTR-0001588,AEARCTR-0001588,United States of America,No additional info,North America,North America,1,0,False,False,False
India (South Asia),AEARCTR-0001589,AEARCTR-0001589,India,No additional info,Asia,South Asia,1,0,False,False,False
United States of America (North America),AEARCTR-0001590,AEARCTR-0001590,United States of America,No additional info,North America,North America,1,0,False,False,False
United States of America (North America),AEARCTR-0001591,AEARCTR-0001591,United States of America,No additional info,North America,North America,1,0,False,False,False
